algorithm,conv_kernel_size,dropout,filename,filters,inp_size,internal_size,l1_lambda,loss,lr,mode,model,num_gates,num_gnn,num_neighbours,out_size,pool_size,separate_sets,smoothing,split,trainer,trial_no,use_l1_reg,use_validation,use_weights
"euclidean","10","0.2961850502790961","MiceBL.csv","20","10346","100","0.0005161179137136865","0.3151155114173889","0.006026515235404528","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","210","True","True","True"
"euclidean","10","0.305354951003356","MiceBL.csv","20","10346","100","0.0008580977089832204","0.8499711751937866","0.0035890909541969017","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","217","True","True","True"
"euclidean","10","0.3040652852837609","MiceBL.csv","20","10346","100","0.0006032515982321147","2.217444896697998","0.0035901359184244376","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","222","True","True","True"
"euclidean","10","0.21816040875257975","MiceBL.csv","20","10346","100","0.0005449319601739308","0.738322377204895","0.005565129606267435","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","224","True","True","True"
"euclidean","10","0.2674831337595908","MiceBL.csv","20","10346","100","0.0004969197354455477","3.181180477142334","0.00598388605558727","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","261","True","True","True"
"euclidean","10","0.203072454319642","MiceBL.csv","20","10346","100","0.0006998863840403056","1.254348635673523","0.0028119485548427515","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","278","True","True","True"
"euclidean","10","0.2101653849221931","MiceBL.csv","20","10346","100","0.0008700315047472561","0.791031539440155","0.003104308388773401","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","292","True","True","True"
"euclidean","10","0.21719139225102305","MiceBL.csv","20","10346","100","0.0007506329801365884","3.9085965156555176","0.002840377963378433","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","296","True","True","True"
"euclidean","10","0.19975090485406416","MiceBL.csv","20","10346","100","0.0008694171862258144","0.7469360828399658","0.003435750155948999","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","297","True","True","True"
"euclidean","10","0.19355167406753815","MiceBL.csv","20","10346","100","0.0008644784139608584","0.7411708235740662","0.003361678888543891","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","298","True","True","True"
"euclidean","10","0.3018677118639092","MiceBL.csv","20","10346","100","0.00013914240617528926","1.894518494606018","0.005139670067869644","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","331","True","True","True"
"euclidean","10","0.28261552472394547","MiceBL.csv","20","10346","100","0.00022116353295260219","0.8905229568481445","0.005983355958982317","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","341","True","True","True"
"euclidean","10","0.2574973531828861","MiceBL.csv","20","10346","100","0.0001849266873108972","0.5609403848648071","0.005768438264193217","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","351","True","True","True"
"euclidean","10","0.24054473111107214","MiceBL.csv","20","10346","100","0.0008433998593578275","0.6234130263328552","0.0028235674901302423","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","364","True","True","True"
"euclidean","10","0.24976530520569964","MiceBL.csv","20","10346","100","0.0008405525462496542","1.228964924812317","0.0032778360240401606","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","366","True","True","True"
"euclidean","10","0.23639517128484203","MiceBL.csv","20","10346","100","0.0008082797161853221","1.2704055309295654","0.005417774318620919","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","375","True","True","True"
"euclidean","10","0.3082655538448858","MiceBL.csv","20","10346","100","0.0005213150270538363","2.410032272338867","0.006725830256646624","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","376","True","True","True"
"euclidean","10","0.26638737379358457","MiceBL.csv","20","10346","100","0.0008200728524295831","13.269475936889648","0.005800024257400508","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","397","True","True","True"
"euclidean","10","0.2341468535449151","MiceBL.csv","20","10346","100","0.0001712130903657599","0.3866752088069916","0.005405242310207929","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","400","True","True","True"
"euclidean","10","0.22872302471806763","MiceBL.csv","20","10346","100","0.0001815273732539244","57.376407623291016","0.005150068884469501","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","402","True","True","True"
"euclidean","10","0.3095401116001151","MiceBL.csv","20","10346","100","0.0002452307234996497","2.365572214126587","0.002486555657458676","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","410","True","True","True"
"euclidean","10","0.2793919517647238","MiceBL.csv","20","10346","100","0.00019931321667934694","1.3450719118118286","0.0029760113926428702","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","419","True","True","True"
"euclidean","10","0.25521981291157386","MiceBL.csv","20","10346","100","0.0002412390681978751","4.289832592010498","0.005688510185221178","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","434","True","True","True"
"euclidean","10","0.21098700830826211","MiceBL.csv","20","10346","100","0.0007617157154695053","4.349776268005371","0.0034945432502422845","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","435","True","True","True"
"euclidean","10","0.24485188226615648","MiceBL.csv","20","10346","100","0.0006085957688934827","3.7943477630615234","0.0025048828822528874","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","496","True","True","True"
"euclidean","10","0.29521020438140255","MiceBL.csv","20","10346","100","0.00021419586696420407","0.4538838863372803","0.004110396608421176","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","505","True","True","True"
"euclidean","10","0.28082361016764834","MiceBL.csv","20","10346","100","0.0002486417319759526","3.829362154006958","0.004511176447638096","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","511","True","True","True"
"euclidean","10","0.2741696828736048","MiceBL.csv","20","10346","100","0.0001788015737536291","1.806127667427063","0.0055194468739116695","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","517","True","True","True"
"euclidean","10","0.2861550054763698","MiceBL.csv","20","10346","100","0.0008351863577474522","6.438115119934082","0.006010718779610168","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","530","True","True","True"
"euclidean","10","0.2594393974154749","MiceBL.csv","20","10346","100","0.0008662421968747006","0.4767944812774658","0.005763208287853801","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","538","True","True","True"
"euclidean","10","0.25878541586955683","MiceBL.csv","20","10346","100","3.0288547073353922e-05","2.9322519302368164","0.006853423923294943","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","553","True","True","True"
"euclidean","10","0.42809383731590234","MiceBL.csv","20","10346","100","0.0009201837882317616","1.802399754524231","0.005976807816836589","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","561","True","True","True"
"euclidean","10","0.19137269272695473","MiceBL.csv","20","10346","100","6.37848149229389e-05","3.759582757949829","0.0035958422111836796","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","567","True","True","True"
"euclidean","10","0.20464101291920314","MiceBL.csv","20","10346","100","1.1595942789524902e-05","0.8065996170043945","0.005832491170716381","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","571","True","True","True"
"euclidean","10","0.2665387979178657","MiceBL.csv","20","10346","100","0.0005018263576293371","0.4455168843269348","0.0031337057623777665","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","594","True","True","True"
"euclidean","10","0.26382567058054845","MiceBL.csv","20","10346","100","0.00044475854640770073","2.482926607131958","0.003200825359705272","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","598","True","True","True"
"euclidean","10","0.20796076463873772","MiceBL.csv","20","10346","100","0.0007904479784626214","2.6191720962524414","0.005551128807472575","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","635","True","True","True"
"euclidean","10","0.2705834951267901","MiceBL.csv","20","10346","100","0.0006104440376879823","3.767988681793213","0.004042897145835303","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","648","True","True","True"
"euclidean","10","0.21318098209891911","MiceBL.csv","20","10346","100","0.0005602867646675058","0.5672171711921692","0.0064190850941949875","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","661","True","True","True"
"euclidean","10","0.285228429148062","MiceBL.csv","20","10346","100","0.0005591762689955916","2.2001471519470215","0.00889341420366817","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","692","True","True","True"
"euclidean","10","0.2903964544183819","MiceBL.csv","20","10346","100","0.00024295953863701767","0.6932762861251831","0.005794134953495798","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","698","True","True","True"
"euclidean","10","0.3019439337303574","MiceBL.csv","20","10346","100","0.0002802489767895234","1.09978187084198","0.006192826152768835","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","701","True","True","True"
"euclidean","10","0.25105659724286683","MiceBL.csv","20","10346","100","7.728539076165493e-05","1.618274211883545","0.005834426797168445","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","735","True","True","True"
"euclidean","10","0.23753546878437176","MiceBL.csv","20","10346","100","0.0008748063813996772","0.6906338334083557","0.006666073023699312","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","750","True","True","True"
"euclidean","10","0.22573296589882608","MiceBL.csv","20","10346","100","0.0005980267362576995","0.9159824252128601","0.0029462159790090547","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","763","True","True","True"
"euclidean","10","0.21024447057513812","MiceBL.csv","20","10346","100","0.0009647671942527883","6.853300094604492","0.005393649288430753","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","774","True","True","True"
"euclidean","10","0.28461189952022337","MiceBL.csv","20","10346","100","0.0008748469498521709","2.2335433959960938","0.0049076410564247944","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","806","True","True","True"
"euclidean","10","0.18542079399241868","MiceBL.csv","20","10346","100","0.000817029958290541","7.932202339172363","0.0059802496443593384","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","813","True","True","True"
"euclidean","10","0.2557681989134091","MiceBL.csv","20","10346","100","0.00017856271628851302","6.188360214233398","0.005890797522123634","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","829","True","True","True"
"euclidean","10","0.2198290923732219","MiceBL.csv","20","10346","100","1.12637973078548e-05","0.3617463707923889","0.00839389220240148","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","844","True","True","True"
"euclidean","10","0.2214503069157959","MiceBL.csv","20","10346","100","0.0005820888463915205","4.259048938751221","0.006001590476918103","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","877","True","True","True"
"euclidean","10","0.28776038471958354","MiceBL.csv","20","10346","100","0.0005355633293472618","3.293240785598755","0.00890340830686062","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","889","True","True","True"
"euclidean","10","0.3819084641235262","MiceBL.csv","20","10346","100","0.00018751930425114704","1.051814317703247","0.0056267944272851995","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","899","True","True","True"
"euclidean","10","0.22932367101814888","MiceBL.csv","20","10346","100","0.0005583638380752975","2.6476857662200928","0.007659855932084642","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","920","True","True","True"
"euclidean","10","0.22811693299785157","MiceBL.csv","20","10346","100","1.2239930563865469e-05","0.8775377869606018","0.0053620387985902","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","957","True","True","True"
"euclidean","10","0.25075908185360896","MiceBL.csv","20","10346","100","0.0005242312739576161","4.913943767547607","0.0023311140644476916","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","965","True","True","True"
"euclidean","10","0.21597227904748034","MiceBL.csv","20","10346","100","0.0008777853110714076","0.5517393946647644","0.004762512485658018","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","973","True","True","True"
"euclidean","10","0.19348036816720923","MiceBL.csv","20","10346","100","0.00018195755332752682","1.8378676176071167","0.005290900661955006","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1025","True","True","True"
"euclidean","10","0.23386345679105555","MiceBL.csv","20","10346","100","0.00023819990868568906","10.631683349609375","0.00887346865201264","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1028","True","True","True"
"euclidean","10","0.22280309434792636","MiceBL.csv","20","10346","100","1.1136557615741257e-05","1.0506527423858643","0.0059129780466659915","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1106","True","True","True"
"euclidean","10","0.3046968090590375","MiceBL.csv","20","10346","100","3.249670819765889e-05","4.573148727416992","0.00880162024277043","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1115","True","True","True"
"euclidean","10","0.19914219087068064","MiceBL.csv","20","10346","100","0.0009164299026043437","4.071119785308838","0.005325591514611146","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1121","True","True","True"
"euclidean","10","0.19671701282143164","MiceBL.csv","20","10346","100","0.0008083038817593307","29.279056549072266","0.003398385005299818","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1231","True","True","True"
"euclidean","10","0.2263864960953348","MiceBL.csv","20","10346","100","0.0002487565737036614","28.209548950195312","0.005054744909162611","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1264","True","True","True"
"euclidean","10","0.29098072976480144","MiceBL.csv","20","10346","100","0.0008801070818274094","5.106820583343506","0.0030304931586209614","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1266","True","True","True"
"euclidean","10","0.1897976850167935","MiceBL.csv","20","10346","100","5.577531926452385e-05","4.329432010650635","0.0032286196266333037","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1282","True","True","True"
"euclidean","10","0.22590575946529828","MiceBL.csv","20","10346","100","0.0008552341833267568","1.5863796472549438","0.0031145536777069356","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1289","True","True","True"
"euclidean","10","0.19106510747579247","MiceBL.csv","20","10346","100","0.0008689161646886382","2.240598440170288","0.003369262864909379","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1304","True","True","True"
"euclidean","10","0.27520350826990536","MiceBL.csv","20","10346","100","0.0002584695137289435","4.1980156898498535","0.008836499374158849","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1349","True","True","True"
"euclidean","10","0.1996341290262927","MiceBL.csv","20","10346","100","0.00042357374921267324","1.280641794204712","0.004673614365239961","distance","create_network_gated_dropout","1","0","3","1","2","True","laplacian","8","plain_trainer","1383","True","True","True"
